Tiempo,P_angular,V_angular
5.144,-0.7676524164209501,-0.4939608734379525
5.1450000000000005,-0.7681429707365856,-0.48714659980306296
5.146,-0.7686267090517973,-0.48032888916129024
5.147,-0.7691036279544284,-0.4735077911983216
5.148,-0.7695737240819865,-0.4666833555575018
5.149,-0.7700369941216013,-0.45985563184032546
5.15,-0.7704934348099833,-0.45302466960693455
5.151,-0.7709430429333829,-0.4461905183766204
5.152,-0.7713858153275492,-0.4393532276283308
5.1530000000000005,-0.7718217488776905,-0.43251284680118196
5.154,-0.7722508405184342,-0.42566942529497503
5.155,-0.7726730872337882,-0.41882301247071724
5.156,-0.7730884860571023,-0.41197365765114746
5.157,-0.7734970340710299,-0.4051214101212668
5.158,-0.7738987284074907,-0.3982663191288728
5.159,-0.7742935662476339,-0.39140843388509877
5.16,-0.7746815448218015,-0.384547803564957
5.1610000000000005,-0.7750626614094929,-0.37768447730788596
5.162,-0.775436913339329,-0.37081850421830226
5.163,-0.7758042979890181,-0.36394993336615605
5.164,-0.7761648127853212,-0.35707881378749096
5.165,-0.7765184552040187,-0.3502051944850074
5.166,-0.7768652227698772,-0.3433291244286303
5.167,-0.777205113056617,-0.33645065255608
5.168,-0.7775381236868801,-0.3295698277734475
5.1690000000000005,-0.7778642523321991,-0.322686698955773
5.17,-0.7781834967129664,-0.3158013149476278
5.171,-0.7784958545984036,-0.30891372456370014
5.172,-0.7788013238065328,-0.3020239765893842
5.173,-0.7790999022041464,-0.29513211978137255
5.174,-0.7793915877067797,-0.2882382028682518
5.175,-0.7796763782786829,-0.2813422745511015
5.176,-0.7799542719327932,-0.2744443835040961
5.1770000000000005,-0.7802252667307091,-0.26754457837511025
5.178,-0.7804893607826642,-0.26064290778632665
5.179,-0.7807465522475011,-0.2537394203348472
5.18,-0.7809968393326475,-0.2468341645933067
5.181,-0.7812402202940918,-0.2399271891104896
5.182,-0.7814766934363593,-0.23301854241194928
5.183,-0.7817062571124894,-0.22610827300062988
5.184,-0.7819289097240135,-0.21919642935749095
5.1850000000000005,-0.7821446497209331,-0.2122830599421343
5.186,-0.7823534756016988,-0.20536821319343346
5.187,-0.7825553859131898,-0.1984519375301653
5.188,-0.7827503792506947,-0.1915342813516441
5.189,-0.7829384542578914,-0.18461529303835766
5.19,-0.7831196096268294,-0.1776950209526056
5.191,-0.7832938440979113,-0.17077351343913957
5.192,-0.7834611564598761,-0.16385081882580577
5.1930000000000005,-0.7836215455497827,-0.15692698542418881
5.194,-0.783775010252993,-0.150002061530258
5.195,-0.7839215495031578,-0.14307609542501487
5.196,-0.7840611622822016,-0.13614913537514275
5.197,-0.7841938476203083,-0.12922122963365773
5.198,-0.7843196045959085,-0.12229242644056117
5.199,-0.7844384323356665,-0.11536277402349371
5.2,-0.7845503300144681,-0.1084323205983907
5.2010000000000005,-0.7846552968554095,-0.10150111437013881
5.202,-0.7847533321297866,-0.094569203533234
5.203,-0.7848444351570846,-0.08763663627244055
5.204,-0.784928605304969,-0.0807034607634512
5.205,-0.7850058419892766,-0.07376972517354836
5.206,-0.7850761446740074,-0.06683547766226619
5.207,-0.7851395128713176,-0.05990076638205352
5.208,-0.785195946141512,-0.05296563947893766
5.2090000000000005,-0.785245444093039,-0.04603014509318881
5.21,-0.7852880063824843,-0.03909433135998519
5.211,-0.7853236327145665,-0.03215824641007868
5.212,-0.7853523228421331,-0.025221938370461
5.213,-0.7853740765661565,-0.01828545536503028
5.214,-0.7853888937357323,-0.011348845515257966
5.215,-0.7853967742480761,-0.004412156940856022
5.216,-0.7853977180485228,0.0025245622395556975
5.2170000000000005,-0.7853917251305255,0.009461263907781937
5.218,-0.7853787955356555,0.016397899945384493
5.219,-0.785358929353603,0.023334422233014688
5.22,-0.7853321267221779,0.030270782649745944
5.221,-0.7852983878273124,0.037206933072406544
5.222,-0.7852577129030632,0.04414282537491262
5.223,-0.7852101022316146,0.051078411427601486
5.224,-0.7851555561432825,0.05801364309656536
5.2250000000000005,-0.7850940750165192,0.06494847224298556
5.226,-0.7850256592779186,0.07188285072246722
5.227,-0.7849503094022218,0.0788167303843747
5.228,-0.7848680259123239,0.08575006307116756
5.229,-0.7847788093792812,0.09268280061773747
5.23,-0.7846826604223194,0.09961489485074579
5.231,-0.7845795797088415,0.10654629758796219
5.232,-0.7844695679544377,0.11347696063760422
5.2330000000000005,-0.7843526259228946,0.12040683579767791
5.234,-0.7842287544262064,0.12733587485531958
5.235,-0.784097954324586,0.13426402958613873
5.236,-0.7839602265264761,0.14119125175356242
5.237,-0.7838155719885629,0.14811749310818081
5.238,-0.7836639917157883,0.15504270538709425
5.239,-0.783505486761364,0.16196684031326178
5.24,-0.7833400582267862,0.16888984959485134
5.2410000000000005,-0.7831677072618506,0.1758116849245916
5.242,-0.7829884350646679,0.1827322979791253
5.243,-0.7828022428816805,0.18965164041836474
5.244,-0.7826091320076797,0.19656966388484898
5.245,-0.7824091037858227,0.20348632000310282
5.246,-0.7822021596076518,0.21040156037899813
5.247,-0.7819883009131128,0.21731533659911703
5.248,-0.7817675291905747,0.22422760023011734
5.249,-0.7815398459768501,0.23113830281810022
5.25,-0.7813052528572161,0.23804739588798016
5.251,-0.7810637514654355,0.24495483094285736
5.252,-0.7808153434837792,0.25186055946339253
5.253,-0.7805600306430489,0.2587645329071843
5.2540000000000004,-0.7802978147226004,0.2656667027081492
5.255,-0.7800286975503676,0.2725670202759041
5.256,-0.7797526810028872,0.279465436995152
5.257,-0.7794697670053238,0.28636190422506974
5.258,-0.7791799575314957,0.29325637329869964
5.259,-0.7788832546039017,0.30014879552234325
5.26,-0.7785796602937477,0.3070391221749586
5.261,-0.7782691767209744,0.31392730450756046
5.2620000000000005,-0.7779518060542859,0.32081329374262363
